0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,28,9
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,1,4,7,16
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,19,3,4,14
0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,8,0,5,6,9,8,1,3
1,0,0,0,3,2,0,0,0,0,0,0,0,1,2,0,0,10,11,3,4,1,3,2
0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,4,2,14,17,0,1,1,4,0
0,0,0,0,0,0,5,7,0,0,0,0,0,1,0,1,14,1,3,3,1,0,2,10
0,0,0,0,0,0,7,5,0,0,1,2,0,9,6,12,1,2,0,0,7,0,7,0
2,1,0,0,0,0,8,1,0,3,3,6,0,16,1,1,2,0,0,0,0,7,0,0
0,2,0,9,0,4,1,8,1,7,5,11,18,0,0,9,2,1,0,0,1,0,4,0
4,2,2,0,1,6,4,10,2,8,6,14,22,2,0,6,0,1,0,6,0,0,0,0
7,0,3,0,0,2,0,6,17,2,35,14,20,2,3,10,0,1,13,0,6,0,0,2
1,2,0,0,0,4,0,4,27,0,0,0,16,6,4,21,4,27,0,6,1,0,0,0
6,1,0,0,0,5,0,2,31,0,1,0,19,2,3,21,1,21,0,5,0,1,0,0
0,5,0,0,0,10,0,0,26,0,0,1,14,1,5,21,2,9,0,2,0,1,0,0
0,6,0,0,1,9,0,0,27,3,2,3,17,0,1,31,7,14,0,1,0,1,2,0
0,0,0,0,0,0,0,0,25,0,6,1,16,0,0,24,3,15,0,9,0,13,2,0
0,0,0,0,0,0,0,0,20,0,0,2,20,3,1,27,0,14,0,5,0,8,0,0
0,0,0,0,0,0,0,0,20,1,6,2,20,1,0,24,0,13,0,0,0,0,5,1
0,0,0,0,0,0,0,0,21,0,5,0,18,0,3,5,22,4,2,0,0,0,3,0
0,0,0,0,0,0,0,0,19,0,5,0,11,0,0,1,34,4,1,0,0,0,5,0
