0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,26,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,0,3,5,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,2,7
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,2,4,4,0,0
0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,3,10,2,2,0,0,1
0,0,0,0,0,8,2,0,0,0,0,0,0,0,9,3,2,13,7,2,2,2,0,0
0,0,0,0,0,1,7,2,0,0,0,0,0,8,0,2,18,1,2,3,0,3,0,14
0,0,0,0,0,1,2,3,0,2,0,3,1,7,5,9,1,4,0,0,5,0,8,0
3,1,0,0,1,0,7,1,0,2,1,5,0,9,0,1,0,0,0,0,1,8,2,0
1,4,0,2,0,4,1,13,0,7,4,14,13,0,0,8,0,0,0,0,3,0,6,0
2,1,2,1,0,3,7,10,3,9,3,8,11,3,1,9,0,1,0,13,0,0,4,1
3,0,6,0,0,3,0,14,19,3,34,12,17,0,2,11,0,0,9,3,3,0,4,0
4,1,1,0,0,4,1,4,28,2,0,0,12,7,0,20,2,19,0,1,0,3,0,0
3,0,0,0,0,2,0,0,25,1,0,1,12,3,1,33,1,15,0,0,0,11,0,0
0,0,0,0,0,7,0,0,28,1,0,1,10,2,2,39,4,10,0,1,0,10,0,0
0,1,0,0,0,7,0,0,29,2,0,2,14,1,4,44,1,10,0,3,0,7,3,0
0,0,0,0,0,0,0,0,29,0,8,1,13,0,0,39,2,9,0,12,2,13,3,1
0,0,0,0,0,0,0,0,21,0,0,8,20,0,1,41,0,12,0,5,0,14,0,0
0,0,0,0,0,0,0,0,26,1,4,0,24,0,0,41,0,11,0,1,0,0,10,0
0,0,0,0,0,0,0,0,25,0,6,0,21,0,0,5,27,3,1,0,0,0,4,0
0,0,0,0,0,0,0,0,23,0,6,0,6,0,0,0,37,2,3,0,0,0,2,0
