0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,6,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,38,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,16
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,22,3,2,5
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6,2,1,9,5,4,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,11,1,5,0,2,1
0,0,0,0,0,3,2,0,0,0,0,0,0,0,6,2,3,14,4,0,2,3,0,0
0,0,0,0,0,1,5,4,0,0,0,0,0,4,0,1,16,3,1,1,0,0,0,7
0,0,0,0,0,1,11,5,0,2,1,4,0,13,6,19,0,0,0,0,5,0,9,0
3,3,0,0,0,1,9,0,0,8,2,9,1,19,0,2,0,0,0,2,0,11,1,0
0,1,0,6,0,5,0,5,0,10,3,9,25,0,1,10,0,0,0,2,1,1,6,1
2,0,1,2,8,5,7,9,2,14,2,5,25,0,1,12,0,0,0,6,0,0,2,1
4,0,0,1,0,4,0,9,10,2,34,12,25,0,0,11,0,0,6,3,6,0,3,0
4,2,0,1,0,2,1,4,26,1,0,0,13,5,0,24,0,13,1,6,0,0,0,0
1,0,0,0,0,3,2,0,21,2,0,0,14,1,1,37,0,13,0,5,0,4,0,0
0,0,0,0,1,9,0,0,24,1,1,4,11,1,3,35,0,5,0,6,0,5,0,0
0,1,0,0,2,8,0,0,26,1,0,3,13,0,1,42,1,8,0,3,0,5,3,0
0,0,0,0,0,0,0,0,20,1,12,3,16,0,0,35,2,8,0,9,1,11,0,0
0,0,0,0,0,0,0,0,21,0,0,1,22,0,0,27,0,18,0,9,0,14,0,0
0,0,0,0,0,0,0,0,20,1,2,2,15,0,0,19,0,14,0,0,0,0,16,0
0,0,0,0,0,0,0,0,19,0,3,0,18,0,1,4,20,1,1,0,0,0,9,0
0,0,0,0,0,0,0,0,18,0,2,0,5,0,0,0,28,5,2,0,0,0,9,0
