0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,7,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,1,10
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,4,1,1,7,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,7,14,6,4
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,6,3,7,12,0,0
0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,13,1,15,3,0,9,3
1,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,0,3,25,8,5,5,1,6
0,0,0,0,0,0,6,5,0,0,0,0,0,0,7,1,6,9,5,8,1,2,1,0
0,0,0,0,0,0,0,5,5,5,7,7,4,9,7,0,27,3,0,0,2,0,0,4
2,2,0,0,0,0,0,0,3,6,9,5,4,6,13,23,0,1,1,0,0,7,2,0
0,2,5,7,0,2,5,3,1,2,2,5,7,18,0,1,0,0,0,0,5,4,8,2
0,5,8,9,16,16,10,0,16,17,25,30,72,11,6,8,3,0,0,0,1,0,0,1
0,0,0,1,2,2,0,21,32,33,55,1,1,2,1,0,0,0,0,2,0,5,8,6
2,2,4,3,1,4,3,9,10,21,1,50,49,54,30,21,15,17,21,9,5,2,1,0
1,2,0,0,1,3,0,0,14,0,2,0,0,0,1,3,2,0,0,0,1,1,0,0
0,0,0,0,0,0,2,2,2,4,0,2,0,0,0,1,0,0,0,0,0,0,2,1
0,0,0,0,0,2,0,0,1,6,6,5,4,5,6,5,5,3,0,0,4,5,5,2
0,0,3,3,3,7,8,10,13,17,19,1,0,0,0,1,2,0,1,1,13,11,5,0
0,0,0,0,0,0,0,0,0,0,0,25,19,17,7,11,27,35,19,23,3,2,0,0
0,0,0,0,0,0,0,0,0,3,6,5,6,1,0,0,0,0,0,0,0,0,6,3
0,0,0,0,0,0,0,0,0,1,0,4,1,13,14,15,17,10,4,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,1,3,13,1,1,0
0,0,0,0,0,0,0,0,0,0,2,0,27,0,1,3,10,3,7,0,0,0,0,0
