0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,9,17
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,5,13,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,12,18,0,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,13,4,0,2,2
1,0,0,0,0,6,1,0,0,0,0,0,0,0,1,3,0,1,27,5,1,3,5,3
0,0,0,0,0,0,9,3,0,0,0,0,0,0,11,0,1,15,2,12,1,1,5,0
0,0,0,0,0,0,0,10,5,7,5,8,2,5,5,0,28,6,4,2,4,4,0,3
3,3,0,0,0,0,1,1,4,3,6,8,5,11,19,35,0,1,1,3,5,4,4,0
4,2,4,7,1,2,5,5,2,5,6,4,9,24,0,2,0,1,0,0,4,4,4,3
0,5,5,9,11,11,3,0,14,14,20,14,54,8,5,6,9,1,1,0,2,0,0,3
0,0,0,0,1,1,0,17,30,32,50,6,1,2,1,0,0,0,0,1,0,2,0,2
2,1,1,3,7,8,9,9,16,39,0,44,34,34,21,21,12,16,13,11,5,2,0,0
5,1,0,0,2,6,1,2,6,1,2,1,0,5,1,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,3,0,0,0,1,0,0,0,0
0,0,0,0,0,9,0,0,0,3,1,2,2,11,7,4,2,1,0,0,1,3,5,1
0,0,4,2,2,13,22,21,17,25,19,0,0,2,0,3,2,3,0,0,16,13,4,2
0,0,0,0,0,0,0,0,0,0,1,26,22,16,5,13,28,28,18,22,4,0,0,1
0,0,0,0,0,0,0,0,0,3,6,6,7,3,0,0,0,0,0,0,0,0,9,1
0,0,0,0,0,0,0,0,0,4,4,1,1,10,10,16,21,6,4,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,1,4,20,4,0,0
0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,4,10,2,8,0,0,0,0,0
