0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,13,0,1,12
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,3,2,0,17,14
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,7,27,8,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,17,24,0,1
0,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,19,2,0,3,2
2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0,2,33,5,7,4,3,1
0,0,0,0,0,0,5,1,0,0,0,0,0,0,8,0,4,18,6,10,1,2,0,0
0,0,0,0,0,0,0,5,1,3,3,5,6,9,9,2,25,3,2,0,1,1,0,2
3,3,0,0,0,0,0,0,4,6,11,8,10,14,20,30,1,1,0,0,0,7,1,0
1,6,9,4,0,1,4,7,4,6,4,7,7,13,0,0,0,0,0,0,10,0,7,1
0,2,2,3,7,10,7,0,18,14,20,13,51,7,6,7,8,5,3,0,0,0,0,1
0,0,2,0,3,2,0,15,16,24,38,4,1,0,3,2,0,0,0,2,0,4,6,5
7,0,4,2,6,6,4,5,10,40,0,41,33,36,24,14,10,12,19,7,4,1,0,0
3,3,1,1,2,3,1,2,9,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,5,0,0,0,5,1,6,9,14,8,7,2,1,0,0,2,0,1,1
0,0,1,0,0,7,9,9,9,22,18,0,1,1,0,2,1,0,0,0,14,11,4,2
0,0,0,0,0,0,0,0,0,0,0,18,20,15,4,8,19,24,27,23,3,1,0,1
0,0,0,0,0,0,0,0,0,5,3,2,5,3,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,2,1,4,2,11,14,13,20,8,5,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,2,5,15,3,0,0
0,0,0,0,0,0,0,0,0,0,3,0,21,1,1,2,14,4,2,0,0,0,0,0
