0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,0,1,17,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,10,19,12,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,18,12,0,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,21,3,0,3,0
1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,31,4,3,1,0,0
0,0,0,0,0,0,2,4,0,0,0,0,0,0,4,0,0,16,5,5,1,4,1,0
0,0,0,0,0,0,1,2,4,4,5,4,1,7,11,1,29,5,3,2,5,1,2,5
1,4,0,0,0,0,0,2,1,3,3,4,5,10,24,30,1,6,2,2,1,7,1,0
4,1,2,6,0,0,5,3,11,14,5,6,5,25,0,0,0,0,0,0,8,1,3,2
0,1,2,5,11,19,7,1,20,22,17,17,44,9,4,4,2,1,2,1,0,0,0,1
0,0,0,1,0,0,1,27,29,25,50,3,2,6,2,3,0,0,0,1,0,2,3,6
3,0,4,2,4,3,3,7,16,38,0,47,37,43,27,26,16,17,22,11,7,2,0,0
0,4,1,0,1,2,1,2,6,1,1,0,0,2,2,1,0,1,0,0,1,0,0,0
0,3,1,1,1,1,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,1,1
0,0,0,0,0,5,0,0,0,5,0,1,2,9,5,8,2,4,0,0,2,1,1,0
0,0,3,3,4,12,14,14,15,19,12,0,1,2,0,0,0,0,0,0,18,15,8,1
0,0,0,0,0,0,0,0,0,0,2,22,22,16,9,9,20,26,15,23,4,3,0,0
0,0,0,0,0,0,0,0,0,2,4,3,6,0,0,0,0,0,1,0,0,0,11,3
0,0,0,0,0,0,0,0,0,1,0,1,1,13,10,5,21,6,2,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,2,10,26,5,1,0
0,0,0,0,0,0,0,0,0,1,6,0,11,2,1,3,6,4,6,0,0,0,0,0
