0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,6,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,11,20
0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,8,16,6,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,6,23,13,0,0
0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,13,4,12,4,1,5,0
1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,1,1,46,8,1,3,0,3
0,0,0,0,0,0,3,1,0,0,0,0,0,0,5,1,0,23,2,6,1,0,0,0
0,0,0,0,0,0,0,7,2,4,6,8,4,6,2,1,45,2,2,0,2,1,0,3
3,4,0,0,0,0,0,5,8,10,10,11,9,6,26,40,0,0,1,0,2,4,2,0
1,2,5,5,0,1,6,5,2,5,2,7,7,30,0,0,0,0,0,0,6,1,6,1
0,6,3,1,9,21,5,3,16,17,21,23,59,11,7,8,7,1,0,0,1,0,0,1
0,0,1,0,0,2,0,24,33,29,47,4,3,8,2,0,0,0,0,2,0,8,2,0
6,0,1,4,5,4,6,8,14,36,0,40,40,59,41,36,21,23,23,16,5,2,0,0
2,0,0,0,0,2,1,1,9,1,4,0,0,5,2,0,0,0,0,0,0,0,0,0
0,3,1,2,1,4,1,2,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,7,0,0,0,5,5,3,7,8,5,4,2,3,0,0,1,0,2,0
0,0,4,6,6,12,16,18,19,21,17,0,0,2,0,1,1,0,0,0,22,15,2,1
0,0,0,0,0,0,0,0,0,0,0,22,27,20,8,14,17,23,18,25,0,2,0,0
0,0,0,0,0,0,0,0,0,2,4,2,4,1,1,1,0,0,1,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,5,1,11,10,9,21,5,4,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,9,2,8,17,4,2,0
0,0,0,0,0,0,0,0,0,0,5,0,16,2,0,4,18,0,3,0,0,0,0,0
