0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,34,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,0,8,8,11
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,2,4,32,2,0,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,19,2,8,5,8,3,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,19,1,2,1,1,0
0,0,0,0,1,5,4,0,0,0,0,0,0,0,1,2,2,19,18,1,3,2,6,0
0,0,0,0,0,2,6,3,0,0,0,0,0,2,0,0,27,1,2,0,0,3,3,4
0,0,0,0,0,0,9,4,0,1,0,4,0,15,6,18,0,2,0,0,9,0,4,0
2,3,0,0,0,0,9,2,0,11,3,3,0,22,0,12,0,0,0,0,1,12,3,0
1,3,0,2,1,8,1,13,4,14,3,7,14,0,0,25,1,1,0,1,1,0,11,1
0,0,2,1,0,10,10,27,4,20,2,34,36,2,2,23,0,0,1,1,0,0,8,1
1,1,5,0,0,4,6,9,1,13,17,32,22,1,7,20,0,0,8,0,12,0,9,0
2,3,1,0,0,8,2,8,48,10,0,2,44,1,4,29,3,7,2,3,1,2,0,0
2,0,0,0,1,4,0,1,34,0,3,0,30,2,1,36,4,14,0,2,1,13,0,0
0,2,0,0,1,2,0,0,34,0,0,4,28,2,1,31,2,5,0,1,1,15,0,0
0,2,0,0,3,1,0,1,33,1,1,3,27,0,0,34,0,3,0,5,0,12,0,1
0,0,0,0,0,0,0,0,34,0,1,1,18,0,0,25,0,5,0,20,0,10,1,6
0,0,0,0,0,0,0,0,37,0,0,1,17,7,2,18,0,6,1,5,0,18,0,0
0,0,0,0,0,0,0,0,29,0,2,3,21,2,0,22,0,8,0,2,0,0,15,0
0,0,0,0,0,0,0,0,31,0,4,0,18,0,1,0,23,1,1,0,0,0,14,0
0,0,0,0,0,0,0,0,42,0,2,0,23,0,0,0,29,0,4,0,0,0,11,0
0,0,0,0,0,0,0,0,46,2,0,11,0,0,3,15,19,7,0,0,0,0,13,0
