0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,9,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,9,0,0,28,2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1,6,0,4,5,7
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,6,1,24,2,6,3
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,2,9,2,3,1,0
0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,3,14,3,1,0,1,1
0,0,0,0,1,7,0,0,0,0,0,0,0,0,4,3,1,12,16,3,1,2,3,0
0,0,0,0,0,0,12,1,0,0,0,0,0,7,0,1,24,0,3,0,0,2,4,2
0,0,0,0,0,0,10,7,0,1,2,2,0,19,9,29,0,2,0,0,7,0,5,0
0,5,0,0,1,0,10,4,0,7,0,1,0,32,0,12,1,0,0,0,0,14,4,0
1,2,1,6,3,7,0,4,1,12,6,4,18,0,0,28,1,0,0,2,1,1,14,0
4,2,1,1,0,7,13,12,3,26,4,38,57,0,5,28,0,0,0,4,0,0,8,0
3,0,2,3,0,6,0,7,3,25,25,30,38,0,3,20,0,0,3,0,5,0,10,1
3,3,0,1,0,4,4,6,44,5,0,0,52,2,2,33,2,5,0,2,1,0,0,0
1,1,0,0,0,5,0,3,33,0,1,0,41,0,1,38,1,14,0,3,1,11,0,0
0,0,0,0,0,9,0,0,36,0,0,3,21,1,2,38,0,6,0,4,1,10,0,0
0,1,0,0,5,8,0,0,33,0,0,2,22,0,0,37,3,1,0,4,0,10,0,0
0,0,0,0,0,0,0,0,46,0,2,1,23,0,0,30,3,4,0,21,0,12,0,0
0,0,0,0,0,0,0,0,36,0,0,3,22,5,4,24,0,1,2,4,0,8,0,0
0,0,0,0,0,0,0,0,31,1,0,1,23,4,0,25,0,4,0,2,0,0,10,1
0,0,0,0,0,0,0,0,32,0,6,0,33,0,1,0,17,0,8,0,0,0,8,0
0,0,0,0,0,0,0,0,35,0,4,0,30,0,0,3,14,1,4,0,0,0,9,0
0,0,0,0,0,0,0,0,45,2,0,25,3,0,1,10,14,4,0,0,0,0,10,0
