0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,6,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,29,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,6,0,5,3,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,4,5,23,2,0,3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12,2,7,2,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,1,0,0,3,1
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,18,5,0,2,2,5,0
0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,2,26,0,3,1,1,2,5,3
0,0,0,0,0,0,8,6,1,0,0,4,0,12,6,28,0,1,0,0,5,0,4,0
0,5,1,0,0,0,12,1,0,8,1,4,0,30,0,16,0,0,0,0,0,7,3,0
2,2,1,7,2,9,0,11,1,16,1,3,21,0,0,24,1,0,0,4,0,0,7,0
2,2,2,2,8,5,12,16,3,23,0,42,51,0,0,25,0,0,0,2,0,0,3,0
4,1,2,2,2,2,2,14,2,17,15,42,41,1,6,17,0,0,8,1,0,0,3,0
2,3,0,2,0,4,1,7,41,6,0,2,54,2,1,29,0,4,1,4,0,3,0,0
3,0,0,0,1,4,0,1,37,0,4,0,41,0,1,36,0,8,0,4,0,8,0,0
0,1,0,0,1,12,0,0,40,0,0,4,23,0,5,35,0,5,0,4,0,8,1,1
0,1,0,0,5,9,0,0,41,0,0,3,23,0,0,31,0,3,0,6,0,5,4,0
0,0,0,0,0,0,0,0,46,0,2,3,22,0,0,25,0,5,0,22,0,3,0,1
0,0,0,0,0,0,0,0,45,0,0,1,16,1,3,24,0,4,1,1,0,8,0,0
0,0,0,0,0,0,0,0,41,1,0,1,15,1,0,21,0,3,0,2,0,0,8,0
0,0,0,0,0,0,0,0,38,0,1,0,22,0,1,0,13,1,4,0,0,0,6,0
0,0,0,0,0,0,0,0,38,0,1,0,22,0,0,0,19,0,4,0,0,0,5,0
0,0,0,0,0,0,0,0,39,0,0,20,4,0,0,8,13,8,0,0,0,0,7,0
