0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,4,10,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,1,4,10,0,2,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,2,4,11,0,0,0
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,1,1,2,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,3,19,4,4,1,0,2,0
0,0,0,0,0,4,1,0,0,0,0,0,0,7,0,3,12,4,12,0,0,0,0,12
0,0,0,0,0,0,4,0,0,3,4,3,3,11,0,16,4,2,0,2,1,0,14,0
0,0,0,0,0,0,3,6,11,12,11,9,8,6,12,0,0,1,1,0,7,9,0,0
0,2,3,2,1,2,1,3,6,4,7,8,12,0,0,0,0,0,0,1,5,4,1,3
4,1,4,3,10,16,0,3,7,8,8,30,13,9,2,2,1,0,1,3,0,1,1,0
1,0,3,2,2,1,25,30,46,35,1,0,0,2,0,0,0,0,12,0,3,3,4,0
0,4,5,9,6,6,7,6,13,0,23,49,38,34,36,23,26,27,14,2,0,1,0,0
2,1,2,6,6,4,6,4,0,4,1,4,8,0,1,1,1,0,0,1,1,0,0,0
0,0,0,0,3,0,0,0,4,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,2,0,0,2,6,7,7,5,0,0,0,2,0,0,0,0
0,0,0,1,7,10,8,8,11,6,0,0,3,2,1,0,0,0,0,11,9,6,3,0
0,0,0,0,0,0,0,0,0,0,2,7,7,5,5,15,15,11,7,3,1,0,0,0
0,0,0,0,0,0,0,0,2,1,6,1,6,0,0,0,0,0,0,0,0,6,2,0
0,0,0,0,0,0,0,0,1,0,1,1,9,6,6,15,3,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,11,1,0,0,0
0,0,0,0,0,0,0,0,0,6,0,5,1,1,2,12,2,4,0,0,0,0,0,0
