0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,4,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,10,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,1,0,7,12,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,5,4,4,3,20
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,2,6,13,0,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,5,1,1,3,2,0
0,0,0,0,5,5,0,0,1,0,0,0,0,0,9,0,4,18,8,2,1,3,4,4
0,0,0,0,0,5,4,0,0,0,0,0,0,5,0,3,16,2,19,0,2,0,0,10
0,0,0,0,0,0,8,3,3,5,6,5,6,13,0,14,9,1,0,0,0,0,11,0
1,0,0,0,0,0,4,6,10,7,8,11,12,15,21,1,0,0,0,0,9,8,0,0
1,1,5,0,0,3,4,1,3,4,3,7,15,0,0,0,0,0,0,2,8,9,1,2
2,2,5,4,8,14,3,14,8,7,11,16,6,9,6,6,2,1,0,2,0,0,2,0
0,2,3,3,3,1,10,34,46,37,4,7,6,2,1,0,0,0,10,0,5,5,3,0
0,3,9,17,14,13,10,11,15,0,30,58,46,35,39,27,24,26,11,3,3,1,0,0
3,3,4,7,4,3,3,4,0,8,2,1,11,2,1,2,2,0,0,1,1,0,0,0
1,2,0,0,3,0,0,1,5,0,1,0,3,1,0,0,2,1,0,0,0,1,1,0
0,0,0,0,1,0,0,0,1,0,2,4,9,7,6,3,1,0,0,2,2,0,0,0
0,2,3,3,7,3,3,7,13,6,0,0,3,0,0,1,0,0,0,7,5,5,3,1
0,0,0,0,0,0,0,0,0,0,2,8,7,6,5,12,13,11,3,1,0,0,0,0
0,0,0,0,0,0,0,0,4,3,6,4,3,0,0,0,0,1,0,0,0,15,1,1
0,0,0,0,0,0,0,0,4,3,3,2,3,4,4,23,5,3,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,10,2,0,0,0
0,0,0,0,0,0,0,0,0,3,0,7,3,2,3,14,0,4,0,0,0,0,0,0
