0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,8,9
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,11,1
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,4,4,4,7,8
0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,2,8,3,1,7,20,0,0,2
2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,4,2,0,3,3,0
0,0,0,0,2,2,0,0,0,0,0,0,0,0,9,1,3,18,9,2,1,1,0,0
0,0,0,0,0,4,2,0,0,0,0,0,0,5,1,7,11,0,9,0,1,1,0,8
0,0,0,0,0,0,5,2,2,2,3,3,6,11,0,10,4,2,1,3,1,0,9,1
2,1,0,0,0,0,4,7,11,8,12,7,8,10,15,0,4,1,1,1,7,6,0,0
1,2,3,1,2,3,2,6,5,2,4,6,15,0,0,0,0,0,0,3,4,8,1,7
3,2,4,11,14,12,1,8,10,11,6,18,14,9,7,12,3,2,0,3,0,1,1,0
0,0,3,3,7,1,11,34,46,36,3,4,8,3,0,0,1,0,3,0,4,4,3,0
0,3,7,7,10,11,14,13,19,0,25,60,45,39,39,31,32,22,15,2,1,0,0,2
0,0,2,5,5,4,5,7,0,6,0,3,10,2,0,4,2,0,0,0,0,0,0,0
2,0,0,0,4,0,0,1,1,0,2,2,2,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,3,0,0,0,3,3,2,4,7,5,4,0,1,0,0,3,3,0,0,0
0,3,3,3,11,16,16,18,19,18,1,1,1,1,0,3,0,0,0,7,7,1,0,0
0,0,0,0,0,0,0,0,0,0,2,9,6,7,7,12,7,7,3,0,2,0,0,0
0,0,0,0,0,0,0,0,3,4,7,4,2,0,0,0,0,0,0,0,0,8,0,0
0,0,0,0,0,0,0,0,1,0,0,1,7,8,7,19,5,3,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,1,10,2,0,0,0
0,0,0,0,0,0,0,0,0,3,0,7,3,1,2,6,4,3,0,0,0,0,0,0
