0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,8,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,2,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,4,4,1,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,3,18,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,1,0,1,0
0,0,0,0,5,2,0,0,0,0,0,0,0,0,17,0,1,22,6,0,2,0,1,0
0,0,0,0,0,5,1,1,0,0,0,0,0,7,0,3,16,6,11,1,1,0,0,14
0,0,0,0,0,0,7,2,1,2,6,7,9,10,0,18,3,0,0,2,0,0,13,0
4,0,0,0,0,0,2,7,11,6,10,10,6,19,27,0,3,0,0,1,4,11,0,0
2,3,4,0,0,1,4,5,7,4,6,8,19,0,0,0,0,0,0,4,3,7,0,3
4,4,4,5,10,8,1,4,10,10,9,21,9,9,8,9,2,2,0,6,0,0,1,0
0,1,1,1,0,0,21,34,51,44,2,6,6,5,3,0,0,0,5,0,6,6,3,0
1,2,1,2,5,7,10,9,10,0,33,54,44,38,37,24,26,18,13,5,0,0,0,1
1,0,3,2,1,2,3,15,1,3,0,0,6,4,2,2,0,0,0,0,0,0,0,0
0,1,0,0,4,1,0,0,4,0,0,0,3,1,0,0,1,0,0,0,0,2,1,0
0,0,0,0,3,0,0,0,3,2,2,2,4,1,1,4,0,0,0,3,3,1,0,0
0,3,4,3,12,13,13,15,13,13,1,0,1,0,0,2,0,0,0,12,7,3,3,0
0,0,0,0,0,0,0,0,0,0,4,11,9,8,8,12,13,10,3,1,3,0,0,0
0,0,0,0,0,0,0,0,5,5,9,6,4,0,0,0,0,0,0,0,0,9,0,0
0,0,0,0,0,0,0,0,3,3,2,1,7,6,6,20,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,14,3,1,0,0
0,0,0,0,0,0,0,0,0,5,0,13,0,0,2,12,2,1,0,0,0,0,0,0
