0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,10,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,0,7,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,9,6,6,5,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,2,6,21,1,2,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,14,9,6,2,3,1,1
0,0,0,0,0,3,0,1,0,0,0,0,0,4,1,6,11,5,15,0,1,2,0,9
0,0,0,0,0,1,4,0,0,2,4,4,6,18,0,13,10,4,0,3,1,0,5,0
1,0,0,0,0,0,1,5,12,14,7,5,9,14,19,0,0,0,1,0,7,11,0,0
3,1,1,0,0,4,2,4,5,7,4,7,22,0,0,0,0,0,0,6,6,13,1,4
4,2,7,11,15,16,2,9,8,11,11,12,13,11,6,11,6,3,0,1,0,0,2,0
0,1,1,2,0,2,15,26,38,37,3,4,5,2,4,0,1,0,13,1,6,5,5,0
0,1,5,5,7,12,12,16,15,0,25,42,37,37,35,28,32,35,18,6,1,1,0,2
1,1,1,2,3,3,5,5,1,4,1,1,8,3,1,2,3,2,0,0,0,0,0,0
3,0,0,0,2,0,0,1,5,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,4,0,0,0,3,1,3,4,5,3,2,3,0,0,0,3,3,2,0,0
0,5,6,5,11,14,13,16,13,10,0,1,1,1,1,0,0,0,0,7,8,4,3,1
0,0,0,0,0,0,0,0,0,0,2,10,12,8,10,15,13,16,2,2,1,0,0,1
0,0,0,0,0,0,0,0,3,3,5,1,4,0,0,0,0,0,0,0,0,12,1,0
0,0,0,0,0,0,0,0,2,0,3,1,4,8,9,17,5,3,5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,4,14,8,1,0,0
0,0,0,0,0,0,0,0,0,4,0,11,0,0,2,6,2,5,0,0,0,0,0,0
