0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,13,0,0,14,11
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,7,3,3,5,8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,9,9,4,5,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,2,3,14,0,2,0
1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,2,1,0
0,0,0,0,6,1,0,0,0,0,0,0,0,0,6,0,2,14,12,2,0,1,1,1
0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,8,10,8,9,0,2,3,0,9
0,0,0,0,0,0,8,0,0,2,1,1,6,11,0,19,4,1,0,2,1,0,10,0
2,0,0,0,0,0,3,6,10,6,3,6,4,11,12,0,0,0,0,0,7,9,0,0
1,4,5,1,1,2,6,4,6,4,2,7,17,0,0,0,0,0,0,3,4,12,1,8
0,4,2,7,15,13,0,4,4,10,8,18,12,6,2,5,1,0,0,2,0,1,3,0
0,2,2,2,4,0,22,38,50,62,2,9,5,3,0,0,0,0,4,0,5,5,2,0
1,9,7,4,6,8,10,12,9,0,28,64,45,37,38,28,26,26,13,4,0,1,0,0
3,0,1,1,1,2,3,8,1,5,0,1,3,3,1,5,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,4,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,4,4,2,3,11,11,7,5,0,0,0,3,5,1,0,0
0,0,0,0,3,6,10,14,13,10,0,0,2,1,0,0,1,0,1,12,10,7,1,1
0,0,0,0,0,0,0,0,0,0,2,3,6,4,4,12,13,6,2,1,1,0,0,0
0,0,0,0,0,0,0,0,1,2,9,4,4,0,0,0,0,0,1,0,0,8,0,0
0,0,0,0,0,0,0,0,1,2,1,0,2,10,7,15,8,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1,2,7,2,0,0,0
0,0,0,0,0,0,0,0,0,3,0,18,3,1,1,3,2,8,0,0,0,0,0,0
